skill,category,normalized_skill,resume_match_weight,aliases,skill_type,parent_skill
resource mobilization,Domain-Specific / Other,Resource Mobilization,5,,hard,Domain-Specific / Other
resource optimization,Domain-Specific / Other,Resource Optimization,5,,hard,Domain-Specific / Other
Resource Planning,Domain-Specific / Other,Resource Planning,5,,hard,Domain-Specific / Other
resource utilization,Domain-Specific / Other,Resource Utilization,5,,hard,Domain-Specific / Other
responsibility,Domain-Specific / Other,Responsibility,5,,hard,Domain-Specific / Other
Responsibility of production planning and control (Includes production planning development of production schedules Follow up and corrective measures. Ensuring that the production is cost effective by means of trainings and continual improvement,Operations & Production,Responsibility Of Production Planning And Control (Includes Production Planning Development Of Production Schedules Follow Up And Corrective Measures. Ensuring That The Production Is Cost Effective By Means Of Trainings And Continual Improvement,5,,hard,Operations & Production
responsible for billing,Domain-Specific / Other,Responsible For Billing,5,,hard,Domain-Specific / Other
responsible for effectively managing day to day team,Soft Skills,Responsible For Effectively Managing Day To Day Team,5,,soft,Soft Skills
responsible for handling cash,Domain-Specific / Other,Responsible For Handling Cash,5,,hard,Domain-Specific / Other
responsible for production activity,Operations & Production,Responsible For Production Activity,5,,hard,Operations & Production
responsible for vendor development,Operations & Production,Responsible For Vendor Development,5,,hard,Operations & Production
responsible sourcing,Domain-Specific / Other,Responsible Sourcing,5,,hard,Domain-Specific / Other
responsible tds deductions,Finance & Accounts,Responsible Tds Deductions,5,,hard,Finance & Accounts
Restaurant,Domain-Specific / Other,Restaurant,5,,hard,Domain-Specific / Other
restaurant accounting,Finance & Accounts,Restaurant Accounting,5,,hard,Finance & Accounts
restructuring,Domain-Specific / Other,Restructuring,5,,hard,Domain-Specific / Other
result oriented,Domain-Specific / Other,Result Oriented,5,,hard,Domain-Specific / Other
Result recording and approval of materials,IT & Software,Result Recording And Approval Of Materials,5,,hard,IT & Software
results driven,Domain-Specific / Other,Results Driven,5,,hard,Domain-Specific / Other
Retail,Domain-Specific / Other,Retail,5,,hard,Domain-Specific / Other
Retail Sales,Sales & Marketing,Retail Sales,5,,hard,Sales & Marketing
Retail shop fitting fixtures. Interior Designing,Design Skills,Retail Shop Fitting Fixtures. Interior Designing,5,,hard,Design Skills
Retirement Benefits,Domain-Specific / Other,Retirement Benefits,5,,hard,Domain-Specific / Other
Return,Domain-Specific / Other,Return,5,,hard,Domain-Specific / Other
Return Filing,Domain-Specific / Other,Return Filing,5,,hard,Domain-Specific / Other
returns,Domain-Specific / Other,Returns,5,,hard,Domain-Specific / Other
Revenue,Domain-Specific / Other,Revenue,5,,hard,Domain-Specific / Other
Revenue Accountant I,Domain-Specific / Other,Revenue Accountant I,5,,hard,Domain-Specific / Other
Revenue Accounting,Finance & Accounts,Revenue Accounting,5,,hard,Finance & Accounts
Revenue Analysis,Domain-Specific / Other,Revenue Analysis,5,,hard,Domain-Specific / Other
Revenue Analyst,Domain-Specific / Other,Revenue Analyst,5,,hard,Domain-Specific / Other
revenue assurance,Domain-Specific / Other,Revenue Assurance,5,,hard,Domain-Specific / Other
Revenue Audit,Finance & Accounts,Revenue Audit,5,,hard,Finance & Accounts
Revenue collection,Domain-Specific / Other,Revenue Collection,5,,hard,Domain-Specific / Other
Revenue Generation,Domain-Specific / Other,Revenue Generation,5,,hard,Domain-Specific / Other
Revenue Management,Domain-Specific / Other,Revenue Management,5,,hard,Domain-Specific / Other
Revenue Recognition,Domain-Specific / Other,Revenue Recognition,5,,hard,Domain-Specific / Other
Review,Domain-Specific / Other,Review,5,,hard,Domain-Specific / Other
review and approval,IT & Software,Review And Approval,5,,hard,IT & Software
review and interpret of stability data. Ensuring the stability program and scheduled analysis. GLP & Compliance : Develop,IT & Software,Review And Interpret Of Stability Data. Ensuring The Stability Program And Scheduled Analysis. Glp & Compliance : Develop,5,,hard,IT & Software
review management accounts,Domain-Specific / Other,Review Management Accounts,5,,hard,Domain-Specific / Other
review of management accounts,Domain-Specific / Other,Review Of Management Accounts,5,,hard,Domain-Specific / Other
review the current output product by product.,Domain-Specific / Other,Review The Current Output Product By Product.,5,,hard,Domain-Specific / Other
Reviewing,Domain-Specific / Other,Reviewing,5,,hard,Domain-Specific / Other
Revised Schedule VI,Domain-Specific / Other,Revised Schedule Vi,5,,hard,Domain-Specific / Other
rework,Domain-Specific / Other,Rework,5,,hard,Domain-Specific / Other
rework report on daily basis). Ability to work in a team environment. Effective time management skills & leadership skills. To monitor monthly & weekly production planning. To communicate to all concerned department (Production,Sales & Marketing,Rework Report On Daily Basis). Ability To Work In A Team Environment. Effective Time Management Skills & Leadership Skills. To Monitor Monthly & Weekly Production Planning. To Communicate To All Concerned Department (Production,5,,soft,Sales & Marketing
RFID,Domain-Specific / Other,Rfid,5,,hard,Domain-Specific / Other
RFP,Domain-Specific / Other,Rfp,5,,hard,Domain-Specific / Other
RFQ,Domain-Specific / Other,Rfq,5,,hard,Domain-Specific / Other
rigger,Domain-Specific / Other,Rigger,5,,hard,Domain-Specific / Other
rigging,Domain-Specific / Other,Rigging,5,,hard,Domain-Specific / Other
Rijection analysis,Domain-Specific / Other,Rijection Analysis,5,,hard,Domain-Specific / Other
Risk Analysis,Domain-Specific / Other,Risk Analysis,5,,hard,Domain-Specific / Other
Risk Assessment,Domain-Specific / Other,Risk Assessment,5,,hard,Domain-Specific / Other
Risk Control,Domain-Specific / Other,Risk Control,5,,hard,Domain-Specific / Other
Risk Management,Domain-Specific / Other,Risk Management,5,,hard,Domain-Specific / Other
Risk Mitigation,Domain-Specific / Other,Risk Mitigation,5,,hard,Domain-Specific / Other
RM,Domain-Specific / Other,Rm,5,,hard,Domain-Specific / Other
RM Management,Domain-Specific / Other,Rm Management,5,,hard,Domain-Specific / Other
RM planing,Domain-Specific / Other,Rm Planing,5,,hard,Domain-Specific / Other
RMG,Domain-Specific / Other,Rmg,5,,hard,Domain-Specific / Other
robot programmer,Domain-Specific / Other,Robot Programmer,5,,hard,Domain-Specific / Other
Robotics,Domain-Specific / Other,Robotics,5,,hard,Domain-Specific / Other
Robotics Engineering,Operations & Production,Robotics Engineering,5,,hard,Operations & Production
ROC,Domain-Specific / Other,Roc,5,,hard,Domain-Specific / Other
ROC Assist in quarterly,Design Skills,Roc Assist In Quarterly,5,,hard,Design Skills
ROC Compliance,HR & Recruitment,Roc Compliance,5,,hard,HR & Recruitment
ROC Filing,Domain-Specific / Other,Roc Filing,5,,hard,Domain-Specific / Other
ROC Matters,Domain-Specific / Other,Roc Matters,5,,hard,Domain-Specific / Other
roc related matters,Domain-Specific / Other,Roc Related Matters,5,,hard,Domain-Specific / Other
roc work,Domain-Specific / Other,Roc Work,5,,hard,Domain-Specific / Other
Rockwell Automation,Domain-Specific / Other,Rockwell Automation,5,,hard,Domain-Specific / Other
rodtep,Domain-Specific / Other,Rodtep,5,,hard,Domain-Specific / Other
Roi Analysis,Domain-Specific / Other,Roi Analysis,5,,hard,Domain-Specific / Other
Roll Forming,Domain-Specific / Other,Roll Forming,5,,hard,Domain-Specific / Other
Root Cause,Domain-Specific / Other,Root Cause,5,,hard,Domain-Specific / Other
Root Cause Analysis,Domain-Specific / Other,Root Cause Analysis,5,,hard,Domain-Specific / Other
Rotary,Domain-Specific / Other,Rotary,5,,hard,Domain-Specific / Other
Rotary and Decanter centrifuges,Domain-Specific / Other,Rotary And Decanter Centrifuges,5,,hard,Domain-Specific / Other
Rotary dryer,Domain-Specific / Other,Rotary Dryer,5,,hard,Domain-Specific / Other
Rotary equipment monitoring,Design Skills,Rotary Equipment Monitoring,5,,hard,Design Skills
Routing,Domain-Specific / Other,Routing,5,,hard,Domain-Specific / Other
RPA(Ui path,Design Skills,Rpa(Ui Path,5,,hard,Design Skills
RPO,Domain-Specific / Other,Rpo,5,,hard,Domain-Specific / Other
RTGS,Domain-Specific / Other,Rtgs,5,,hard,Domain-Specific / Other
RTGS NEFT,Domain-Specific / Other,Rtgs Neft,5,,hard,Domain-Specific / Other
RTMS,Domain-Specific / Other,Rtms,5,,hard,Domain-Specific / Other
rtr,Domain-Specific / Other,Rtr,5,,hard,Domain-Specific / Other
Rubber,Domain-Specific / Other,Rubber,5,,hard,Domain-Specific / Other
Rubber Compounding,Domain-Specific / Other,Rubber Compounding,5,,hard,Domain-Specific / Other
Ruby,Domain-Specific / Other,Ruby,5,,hard,Domain-Specific / Other
running of routine or special production streams,Operations & Production,Running Of Routine Or Special Production Streams,5,,hard,Operations & Production
Rural Level Fields,Domain-Specific / Other,Rural Level Fields,5,,hard,Domain-Specific / Other
s,Domain-Specific / Other,S,5,,hard,Domain-Specific / Other
s at dealer&apos,Domain-Specific / Other,S At Dealer&Apos,5,,hard,Domain-Specific / Other
s counter taking into consideration outlet-wise targets & opportunities. Marketing Institutional sales,Sales & Marketing,S Counter Taking Into Consideration Outlet-Wise Targets & Opportunities. Marketing Institutional Sales,5,,hard,Sales & Marketing
s like HPLC,Domain-Specific / Other,S Like Hplc,5,,hard,Domain-Specific / Other
s outstanding tracking report,Domain-Specific / Other,S Outstanding Tracking Report,5,,hard,Domain-Specific / Other
s performance & providing feedback Conducting inspection at various stages to ensure safety & quality specification are being met with,Operations & Production,S Performance & Providing Feedback Conducting Inspection At Various Stages To Ensure Safety & Quality Specification Are Being Met With,5,,hard,Operations & Production
s performance tracking for timely decisions. Educating the team on the trade schemes,Soft Skills,S Performance Tracking For Timely Decisions. Educating The Team On The Trade Schemes,5,,soft,Soft Skills
s within the assigned territory to ensure secondary sales for e.g. timely product supply,Sales & Marketing,S Within The Assigned Territory To Ensure Secondary Sales For E.G. Timely Product Supply,5,,hard,Sales & Marketing
s. Development of PFD : Process and Utility. Material balance. Development of PID : Process and Utility. Line sizing. Planning day to day strategies,Operations & Production,S. Development Of Pfd : Process And Utility. Material Balance. Development Of Pid : Process And Utility. Line Sizing. Planning Day To Day Strategies,5,,hard,Operations & Production
S.S. Reactors,IT & Software,S.S. Reactors,5,,hard,IT & Software
S3,Domain-Specific / Other,S3,5,,hard,Domain-Specific / Other
Sa,Domain-Specific / Other,Sa,5,,hard,Domain-Specific / Other
SAFAL & Jinee Software. WINDOWS : MS-DOS,IT & Software,Safal & Jinee Software. Windows : Ms-Dos,5,,hard,IT & Software
Safety,Domain-Specific / Other,Safety,5,,hard,Domain-Specific / Other
safety & fire fighting,Domain-Specific / Other,Safety & Fire Fighting,5,,hard,Domain-Specific / Other
Safety Analysis,Domain-Specific / Other,Safety Analysis,5,,hard,Domain-Specific / Other
Safety Audit,Finance & Accounts,Safety Audit,5,,hard,Finance & Accounts
Safety Compliance,HR & Recruitment,Safety Compliance,5,,hard,HR & Recruitment
Safety Coordinator,Domain-Specific / Other,Safety Coordinator,5,,hard,Domain-Specific / Other
safety hse,Domain-Specific / Other,Safety Hse,5,,hard,Domain-Specific / Other
Safety Implementation,Domain-Specific / Other,Safety Implementation,5,,hard,Domain-Specific / Other
Safety Management,Domain-Specific / Other,Safety Management,5,,hard,Domain-Specific / Other
safety parameter maintain etc... Daily Production Planning,Operations & Production,Safety Parameter Maintain Etc... Daily Production Planning,5,,hard,Operations & Production
safety protocols,Domain-Specific / Other,Safety Protocols,5,,hard,Domain-Specific / Other
Safety Training,Domain-Specific / Other,Safety Training,5,,hard,Domain-Specific / Other
SAGE,Domain-Specific / Other,Sage,5,,hard,Domain-Specific / Other
sage intacct,Domain-Specific / Other,Sage Intacct,5,,hard,Domain-Specific / Other
sailshricorp,HR & Recruitment,Sailshricorp,5,,hard,HR & Recruitment
Salary,Domain-Specific / Other,Salary,5,,hard,Domain-Specific / Other
salary account,Domain-Specific / Other,Salary Account,5,,hard,Domain-Specific / Other
Salary Calculation,Domain-Specific / Other,Salary Calculation,5,,hard,Domain-Specific / Other
Salary Preparation,Domain-Specific / Other,Salary Preparation,5,,hard,Domain-Specific / Other
Salary Processing,Domain-Specific / Other,Salary Processing,5,,hard,Domain-Specific / Other
sale,Domain-Specific / Other,Sale,5,,hard,Domain-Specific / Other
Sales,Sales & Marketing,Sales,5,,hard,Sales & Marketing
Sales & Distribution,Sales & Marketing,Sales & Distribution,5,,hard,Sales & Marketing
Sales & Marketing,Sales & Marketing,Sales & Marketing,5,,hard,Sales & Marketing
sales & QA) regarding packed quantity daily. Ability to do the basic work on computer & production data entry in SAP.,IT & Software,Sales & Qa) Regarding Packed Quantity Daily. Ability To Do The Basic Work On Computer & Production Data Entry In Sap.,5,,hard,IT & Software
Sales Account,Sales & Marketing,Sales Account,5,,hard,Sales & Marketing
Sales Accounting,Sales & Marketing,Sales Accounting,5,,hard,Sales & Marketing
sales administration,Sales & Marketing,Sales Administration,5,,hard,Sales & Marketing
