person_id,institution,program,start_date,location
51543,Ladoke Akintola University of Technology,MBA in Marketing,2018/01,"Lagos, NG"
51544,,,,
51545,University of Dallas,Masters in Cybersecurity,09/15,
51545,University of Nigeria,Bachelors in Electrical Engineering,10/06,
51546,Stratford University,Bachelor of Science in Information Technology in Network and Security,,"Falls Church, VA"
51547,The University of Toledo,Bachelor of Science in Political Science and Public Administration,12/15,"Toledo, OH"
51548,Syracuse University,Bachelor of Science in Information Management & Technology,02/2010,"Syracuse, NY"
51549,Umpqua Community College,Associate's Degree in Digital Systems Technology,,
51551,Bellevue College,Project Management Certificate,,
51551,University of the West Indies,BS in Computer Science and Mathematics,,
51552,Palomar College,"BS, AS in computer science, and general studies",09/16,"San Marcos, CA"
51552,Mira Mesa Senior High School,High school or equivalent,09/06,"San Diego, CA"
51554,The University of Texas at Austin,Master's in Information Studies,05/19,"Austin, TX"
51554,Guru Tegh Bahadur Institute of Technology,Bachelor of Technology in Information Technology,05/12,"Delhi, Delhi"
51555,Punjabi University,Diploma In Computer Applications,1995/96,
51555,Punjabi University,Master Of Business Administration,1994/96,
51555,Thapar Institute Of Engineering And Technology,Bachelor Of Engineering,1988/92,
51556,J.M. Perry Technical Institute,Certificate in Information Technology and Communications Systems,06/14,"Yakima, WA"
51557,Sinclair Community College,Associate of Applied Science in Network Engineering,05/12,"Dayton, OH"
51558,University of Pennsylvania Wharton Aresty Institute of Executive Education,"Certificate, Sport Management Industry Essentials",2019,"Philadelphia, PA"
51558,Columbia University in the City of New York,Masters of Business Administration in Management,2019,"New York, NY"
51558,Maryville University John E. Simon School of Business,Bachelors of Science in Sport Management,05/2018,
51558,Ohio Dominican University,,05/2009,"Columbus, OH"
51559,Boling High School,High school Diploma,,"Boling, TX"
51560,ITT Technical Institute,Network Systems Administrator Program,2012/09,"Springfield, VA"
51560,ITT Technical Institute,B.S in Information Systems & Cyber Security Program,2014/09,"Springfield, VA"
51560,Freedom High School,High School Diploma,2004/09,"Woodbridge, VA"
51561,ECPI University,Bachelor's in Computer Science,06/2017,"Greensboro, NC"
51561,ECPI University,Bachelor in internship opportunity,06/2016,"Greensboro, NC"
51561,ECPI University,Associate Computer Science in Cyber Security,03/2014,"Greensboro, NC"
51562,Broome Community College,,09/2009,"Binghamton, NY"
51562,University of Advancing Technology,,09/2007,"Tempe, AZ"
51563,Devry University,Bachelor's Degree in Computer Science in Networking and Communications Management,11/2016,"Decatur, GA"
51563,Interactive College of Technology,Associates Degree in Computer Information Systems in English as a Second Language,01/2011,"Chamblee, GA"
51563,Fernando Sor University,Associates Degree in Sound Engineering,02/2008,"Bogota, CO"
51564,Florida State University,M.S in Computer Science,12/2014,"Tallahassee, FL"
51564,Kurukshetra University,B.Tech in Electronics & Communication,08/2010,"Kurukshetra, Haryana"
51565,Texas Tech University,Bachelor of Business Administration in Finance,09/YY,"Lubbock, TX"
51566,Saint Paul College-A Community and Technical College,Associate in Cyber Security,08/17,"Saint Paul, MN"
51566,Saint Paul College-A Community and Technical College,Associate in Computer Network Engineering,08/17,"Saint Paul, MN"
51567,DDS Monroe College,,,"Bronx, NY"
51568,Central Ohio Technical College,LPN,08/18,
51568,Reynoldsburg High School,College Prep,,
51569,Bellevue University,Master's in Cyber Security,06/19,
51570,Baker College of Flint,Bachelor's in Cyber Security,08/18,"Flint, MI"
51570,Baker College of Flint,Associate in Information Technology,09/16,"Flint, MI"
51572,Michigan Technology University,Certified Systems Administrator,09/13,
51573,Vista College,Associates of Applied Science in Information Technology,07/2017,"El Paso, TX"
51574,CAPELLA UNIVERSITY,Bachelor's Degree in Information Technology in Data Management,03/19,"Minneapolis, MN"
51574,UNIVERSITY OF CENTRAL FLORIDA,Certificate,06/16,"Orlando, FL"
51574,BROWN MACKIE COLLEGE,Associate's Degree in Computer Networking in KNOWLEDGE OF THE FORCE,01/01,"Cincinnati, OH"
51575,Troy University,Masters of Science in Computer Science,05/17,"Troy, AL"
51575,Olabisi Onabanjo University,Bachelor of Science in Electrical/Electronic Engineering,08/10,
51576,ITT Technical Institute,Associate in Occupational Studies in Software Applications and programming,03/2013,"Getzville, NY"
51576,ITT Technical Institute,Associate in Occupational Studies in Computer Networking Systems,03/2012,"Getzville, NY"
51577,Western Governors University,B.S. in Information Technology,,
51578,"Montgomery College - Rockville, MD",Associate Degree in Computer Science,09/2013,"Rockville, MD"
51578,Obafemi Awolowo University,,11/2007,
51578,Igbobi College Yaba - Lagos,,2002,Lagos
51579,"University of Applied Science and Technology - Tehran, IR",Associate,2012/09,"Tehran, IR"
51579,"University of Applied Science and Technology - Tehran, IR",Associate in music,2011/09,"Tehran, IR"
51580,Manatee Technical College,Network Support Services in Networking,2015/16,"Manatee, FL"
51581,University of Saint Francis,Bachelor's in Philosophy,08/2018,"Fort Wayne, IN"
51581,United States Marine Corps Communication & Electronic School,,11/2017,
51582,Florida Career College,,09/13,"West Palm Beach, FL"
51583,Northern Virginia Community College,Associate in cyber security,01/18,"Manassas, VA"
51584,Carlton J. Kell High School,HIGH SCHOOL DIPLOMA,09/11,"Marietta, GA"
51584,Jackson State University,,08/15,"Jackson, MS"
51585,Florida Gulf Coast University,B.S. in Legal Studies,01/07,"Fort Myers, FL"
51587,Indiana State University,Professional Aviation Major,09/2002,"Terre Haute, IN"
51587,Southeastern Oklahoma State University,Professional Aviation Major,09/2001,"Durant, OK"
51587,Christian Liberty Academy,General Studies with Theology Major,09/1999,"Arlington Heights, IL"
51588,University of Phoenix,Bachelor's in Psychology,,
51589,University of Texas at San Antonio,Computer Science,03/10,"San Antonio, TX"
51589,San Antonio Coding Academy,Front End Web Development,03/17,"San Antonio, TX"
51590,Heald College,Associate of Science in Computer Science,2000/09,
51590,Heald College,Associate of Science,2003/09,
51590,Heald College,Associate of Science,2003/09,
51591,Westmoreland County Community College,Associates in Information Technology,05/13,"Youngwood, PA"
51592,Lakeland Community College,Associates Degree in IT & Computer Science,12/18,
51593,Clark State Community College,Associates of Applied Business in Computer & Networking,09/2009,"Springfield, OH"
51595,"Levi, Ray, & Shoup","MCP in Microsoft Networking, Network Design and Implementation",01/1999,"Springfield, IL"
51596,Alvin Community College,Associate in Process Technology,06/16,"Rosharon, TX"
51596,Orleans Technical Institute,"TELECOMMUNICATION in Fiber-optics, Cabling, Home entertainment, Residential Electric, Phone Systems, Fire Stopping",09/09,"Philadelphia, PA"
51596,Orleans Technical Institute,Security Specialist IT NETWORK/System Administrator,12/07,"Philadelphia, PA"
51597,Queensborough Community College,Associates in Criminal Justice,09/2009,New York
51597,Forest Hills High School,High School Diploma,,New York
51598,St. Charles Community College,Management Information Systems,,"Cottleville, MO"
51599,DEVRY UNIVERSITY,Bachelor of Science in Computer Information Systems,,"Chicago, IL"
51600,The Learning Center,,01/12,"Las Vegas, NV"
51601,Anthem Institute,Diploma in Computer Network and Security,08/10,"North Brunswick, NJ"
51602,The University of North Carolina at Greensboro,BS in Information Systems & Operations Management,08/2012,"Greensboro, NC"
51603,Hawkeye Community College,Associate in Civil engineering,01/19,"Waterloo, IA"
51603,Westside High School,High School Diploma,05/14,"Wenatchee, WA"
51604,San Jose State University,General education,09/2016,"San Jose, CA"
51604,San Jose City College,General education,09/2012,"San Jose, CA"
51605,Stanbridge College,Diploma in Information Technology,2011/,"Irvine, CA"
51605,California State University,Bachelor of Science degree in Health Science,1999/,
51606,TASHKENT RAILROAD ENGINEERING UNIVERSITY,BACHELOR'S DEGREE IN BUSINESS ADMINISTRATION,09/2002,Tashkent
51607,Bakersfield High School,High School Diploma,09/1998,"Bakersfield, CA"
51608,University of Illinois at Chicago,B.S in Electrical Engineering,08/1988,"Chicago, IL"
51609,Rio Rancho High School,Diploma,09/99,"Rio Rancho, NM"
51609,Business and Industry Institute (Mesa Community College),Computer Science,,"Mesa, AZ"
51609,University of Advancing Technology,,,"Tempe, AZ"
51609,Central New Mexico Community College,,,"Albuquerque, NM"
51610,University of California - Irvine,Bachelor of Science in Information and Computer Science,06/10,CA
51611,Polytechnic University of Puerto Rico,BA in Computer Engineering,2005/09,"San Juan, PR"
51612,DeVry University,Bachelor of Computer Science,,"Chicago, IL"
51613,Skyline College,Certification in Network Technology,09/2016,"San Bruno, CA"
51613,Guangdong University of Technology,Bachelor's in Computer Science,09/2000,"Guangzhou, CN"
51613,Guangdong University of Technology,Bachelor of Engineering in Computer Science,09/2000,"Guangzhou, CN"
51614,Camden County High School,,08/2008,"Kingsland, GA"
51615,University of Memphis,Bachelor's Degree in management information systems,2009,
51615,Jackson State Community College,Associate of Applied Science degree in Microcomputer Networking,2005,
51618,St. Mary's University,Bachelor of Arts in Criminal Justice,12/10,"San Antonio, TX"
51618,Rackspace Open Cloud Academy,CCNA,06/17,"San Antonio, TX"
51619,DeVry University,Bachelor's Degree in Technical Management,06/12,"Fresno, CA"
51619,San Joaquin Valley College,Associates Degree in Computer Support Administration,11/10,"Visalia, CA"
51620,University of Brownsville,Associates in Computer Science,01/2015,Brownsville
51620,University of Brownsville,B.S. in Science Network Administration,01/2017,Brownsville
51620,Simon Rivera High School,High School Diploma,01/2009,
51621,Telecommunications System Operator's School,,03/16,
51621,Schurr High School,,06/13,
51622,"Naugatuck Valley Community College, Porter Chester Community Institute",Business Administration,,"Watertown, CT"
51623,Preston University,Bachelor's in Computer Science,06/2007,Islamabad
51623,Bakhtar High School,High school or equivalent,03/1994,Mazar-e-Sharif
51624,Visvesvaraya Technological University,B.E. in Electronics and Communication Engineering,09/2013,
51624,University of Texas at Arlington,M.S. Electrical Engineering,,"Arlington, TX"
51626,PALM BEACH STATE COLLEGE,AS degree in Networking Administrator,10/17,"Lake Worth, FL"
51627,Keiser University,Bachelor of Science in Information Technology Management,05/10,"Pembroke Pines, FL"
51628,Wisconsin Indianhead Technical College,Associate of Applied Science in Information Technology,05/14,"Ashland, WI"
51629,Columbus State Community College,Associate of Applied Science in Computer Science in Cyber Security Track,05/19,"Columbus, OH"
51629,College of Technology,CCNA IPMC,,"Accra, GH"
51630,The University of Phoenix,MS in Information Systems,,
51630,The University of Phoenix,BS in Information Technology,,
51630,Harvard Law School,Negotiation Skills,,
51631,The University of Phoenix,MS in Information Systems,,
51631,The University of Phoenix,BS in Information Technology,,
51631,Harvard Law School,Negotiation,,
51632,Bakhtar High School,,2012,AD
51632,Preston University,,07/2010,2011
51633,Western Governors University,Bachelor of Science in Cybersecurity and Information Assurance,09/2020,
51636,UTNA,Engineer UTNA,,
51637,London Management and Business College,Associate Degree in Business Administration,2003,London
51637,Excelsior College,,1999,
51638,High school or equivalent,,,
51639,Northern Virginia Community College,Associate of Science degree in Information Technology,,
51640,Ashford University,Master's in IT Organizational Management and Leadership,05/19,
51640,Grantham University,Bachelors in Computer Science,09/15,
51640,Columbus Technical College,Associates in Networking,03/11,
51641,"TEMPLE UNIVERSITY, Fox School of Business",Bachelor of Business Administration in Management Information Systems,12/16,"Philadelphia, PA"
51642,ITT Technical Institute,BA,,
51643,,,,
51644,SICKLES HIGH SCHOOL,HIGH SCHOOL DIPLOMA,08/2006,August 2006 to June 2010
51645,Oklahoma State University Institute of Technology,Bachelor's,09/2017,"Okmulgee, OK"
51645,Oklahoma State University Oklahoma City,Associate,05/2017,"Oklahoma City, OK"
51645,Higher Secondary School,High School Diploma,03/2012,
51646,South Carolina State University,,09/13,
51646,Friendship Collegiate Academy,High School Diploma,2013,
51647,Santa Rosa Junior College,CCNA certification,08/11,"Santa Rosa, CA"
51647,St. Francis Xavier University,,09/07,
51648,Maharishi University of Management,Master of Science in Computer Science in Design Pattern Web Application Programming,NA,"Fairfield, IA"
51648,Addis Ababa University,Bachelor of Science in computer Science in Discrete Mathematics,NA,"Addis Ababa, ET"
51649,Glen Rose High School,,08/2010,"Stephenville, TX"
51650,"Texas A&M University - Galveston, TX",Bachelor of Science in Maritime Administration,12/17,"Galveston, TX"
